book_id,title,mapped_id
25404333,Rant. Chant. Chisme.,11778
28686956,Scriptorium: Poems,24568
6177192,الشعر و الشعراء,14786
25156636,Yolk,2797
519349,The Passionate Eye: The Collected Writing of Suzanne Vega,20536
7379169,Fancy Beasts,8467
31403,The Cambridge Companion to Sylvia Plath,3676
33631747,Broken Wishbones and Empty Spaces,19594
30215882,Leaf,25942
528836,No More,8243
92270,Fear of Dreaming: The Selected Poems,6
16126730,Edgar Allan Poe: Complete Tales and Poems,2386
17076445,When This World Comes to an End,24296
16014,Milton's Paradise Lost,24399
293049,The Predicament of Or,24303
91442,Baptism of Desire,17726
91441,Original Fire,2298
2095345,Poems from Ish River Country: Collected Poems and Translations,25087
5865515,قصائد متوحشة,2699
45336,Dime-Store Alchemy: The Art of Joseph Cornell,27337
45332,Joseph Cornell's Dreams,11994
3336844,ديوان الإمام علي,4277
1938342,"The Naomi Poems, Book One: Corpse and Beans",12941
1322923,من و نازی,13317
25621965,Felicity: Poems,25931
24924948,Dark Desires: Beginning,7776
26053421,Jagermeister Walking,11088
16222598,What the Night Demands,8431
195217,What is Found There: Notebooks on Poetry and Politics,12030
195211,"The Fact of a Doorframe: Poems Selected and New, 1950-1984",864
1563667,Don Giovanni in Full Score,20933
12966360,هوامش موسمية,10483
716872,The Essential Writings of Ralph Waldo Emerson,2753
8042140,البدائع و الطرائف,720
11633,Plath: Poems,5272
1839960,"Spain, Take This Chalice from Me and Other Poems: Parallel Text edition",11081
399095,Twenty Love Poems and a Song of Despair,5495
23719206,Before Morning,1949
13518965,"Dear Jenny, We Are All Find",14044
1159445,Carol of the Brown King: Nativity Poems,308
7813712,Poetry for Young People: Henry Wadsworth Longfellow,8882
837557,Betting on the Muse,12739
4488520,ديوان أبي العتاهية,19121
11293418,The Collected Poems,19607
864099,Finding What You Didn't Lose,18035
17156148,أحبك وكفى,734
6560305,The Collected Poetry of Dorothy Parker,8116
5016515,"Cold Mountain Poems: Zen Poems of Han Shan, Shih Te, and Wang Fan-chih",9540
251838,The Book of Images,627
25893604,Jazz Day: The Making of a Famous Photograph,1954
25893609,Among a Thousand Fireflies,1961
5978800,The Iliad,23680
419167,Ceremonies: Prose and Poetry,14396
17242231,Lyrical Ballads: 1798 and 1802,12530
1828979,The Complete Poetry and Selected Prose of John Donne (Modern Library Series),7548
297589,Metamorphoses,2879
279221,Peer Gynt,1410
1529331,American Poetry: The Next Generation,23596
17271372,Disenchanted and Disgruntled,6592
15774379,غيمة وسماوات سبع,13677
106270,"Turtle, Swan and Bethlehem in Broad Daylight: TWO VOLUMES OF POETRY",12002
15762561,The Weary Blues,2921
239229,Delights and Shadows,7419
605930,22 and 50 Poems,658
100793,Wandering,26149
1329726,The Ballad Of Reading Gaol,3581
560187,"The Faerie Queene, Book Two",24830
242712,The Delicacy and Strength of Lace: Letters Between Leslie Marmon Silko and James Wright,6525
3971094,Glory for Me,10269
13421439,Federico García Lorca: Obras completas,9550
193762,آیدا: درخت و خنجر و خاطره,21204
8384965,Diary of a Gentleman Diabolist,8007
517224,"Paroles: Selected Poems (City Lights Pocket Poets Series, #9)",25251
90283,Tears for Water: Songbook of Poems and Lyrics,22551
18047980,Words from a Wanderer,2844
8067475,فتافيت امرأة,18632
404571,The New Sentence,6245
5461345,Izabrane pesme,5397
50316,Collected Poems 1947-1997,586
1326816,Dark Familiar: Poems,9504
453866,Burden of Ashes,14427
72912,I Heard God Laughing: Poems of Hope and Joy,155
72910,The Gift,170
72911,The Subject Tonight Is Love: 60 Wild and Sweet Poems of Hafiz,151
768129,For to End Yet Again,20715
1814792,La Estación Violenta,13757
16275087,Rainbow Shoes,24241
17472769,Sacrilegion (Carolina Wren Press Poetry Series 16),21677
1216902,"I, Afterlife: Essay in Mourning Time",16985
29102892,Tony,796
18144783,A World of Possibility (ASMSG Collections #1),22318
312421,"New and Collected Poems, 1952-1992",7649
120076,Teachings of Rumi,3912
35489039,The Road Between,10637
517190,On Love and Barley: Haiku of Basho,1561
20169236,Poems Dead and Undead,24944
4148275,The Satires,23713
6746679,Saved by a Poem: The Transformative Power of Words,177
10586073,The Seasons of the Soul,13534
17339,Poems,9490
397637,"Comets, Stars, the Moon, and Mars: Space Poems and Paintings",835
634587,Glare,7302
11885609,فم النار,453
23262887,Alfabeto,13350
848297,Thanks a Million,5228
848296,Meet Danitra Brown,15972
848295,Dark Sons,18175
10650888,حوار مع ماضي النجار,19426
29335538,Lavender,11373
144513,The Satires,21316
22405657,All The Poems: Stevie Smith,4493
880302,Skylight,21034
1168336,Selected Poems,7555
4639682,خروس زری پیرهن پری,13251
26344800,Dress Made of Mice,21646
1267405,The Cuckoo,12022
32620373,Poetry Will Save Your Life: A Memoir,1817
18465510,Second Childhood: Poems,5984
292,Sand and Foam,4004
291,The Broken Wings,1439
1868952,The Masque of Anarchy: Written on Occasion of the Massacre at Manchester,1237
1527608,The Old Life,24375
31939552,Milk Black Carbon,17731
6491391,"Poetry Speaks Who I Am with CD: Poems of Discovery, Inspiration, Independence, and Everything Else",2737
4776753,Over the Anvil We Stretch,4434
17337906,"والروح جدا مرهقة"" frailty """,2689
625216,Selected Poems. Fernando Pessoa,581
19100368,Sappho: One Hundred Lyrics,5968
303551,A Far Rockaway of the Heart,7048
9778763,Athaliah,15423
162412,Return to the City of White Donkeys,11976
547322,Ten Poems to Last a Lifetime,11153
1889819,A Glass Half Full,23130
20638537,على راسها بطحة,15064
329519,Hamlet,4193
2835768,The Poetical Works of Burns,25885
709960,Animal Poems,1003
425380,Elephant Rocks: Poems,2317
425381,Say Uncle,7489
425382,Flamingo Watching,11968
32191852,"Drinks With Dead Poets: A Season of Poe, Whitman, Byron, and the Brontes",6584
132873,The Sixteen Satires,5057
246741,Walking on Glass,4561
24885759,Sail Away,8964
12072225,غزليات نيرودا,708
9720855,Solar Throat Slashed: The Unexpurgated 1948 Edition,23039
410479,Talking to My Body,2145
13592242,Your Invitation to a Modest Breakfast,8315
30757909,The Golden Shovel Anthology: New Poems Honoring Gwendolyn Brooks,13367
2995407,Wasps,23782
6281028,المجموعة الكاملة لشاعر الشعب : بيرم التونسي,24815
1221800,Not This Pig,11958
207039,Dirty Laundry Pile: Poems in Different Voices,840
10910023,الحبيب الافتراضي,9821
5509106,On the Nature of the Universe,4225
6100917,A Village Life,19386
2830228,Christmas Blessings,15761
31602,Romancero gitano,4023
545252,"Amber Was Brave, Essie Was Smart",26332
24698336,ما عاد صوتك مئذنا,3821
127310,Selected Poems,932
204351,How Did I Get to Be 40 & Other Atrocities,758
434632,Faerie Queen Book 1 Ed Bayley,15380
1198171,The Changing Light at Sandover: A Poem,7466
16004645,غياب,10508
14539331,The Glimmering Room,8420
4914818,سأخون وطني,248
1183392,The Complete Poems of Emily Dickinson,6424
428557,The Yale Shakespeare Complete Works,5455
13415519,Damnatio Memoriae,18756
486807,All Blacked Out and Nowhere to Go,19077
252634,Twenty One Love Poems,14455
15571532,الأعمال الشعرية الكاملة: فيدريكو غرسية لوركا,9840
20819525,The Book of Proverbs in Haiku,5969
1769948,Electric Light: Poems,6092
4237385,My People,2718
219017,"You Read to Me, I'll Read to You",20066
1426104,Pleasure: Poems,12395
576022,Spiritual Notes to Myself: Essential Wisdom for the 21st Century,133
19187,District and Circle,7535
8574410,ديوان حافظ إبراهيم,26378
361279,The Satyricon and The Apocolocyntosis,3611
12372272,لا غالب إلا الحب,9772
9891811,"Fragments of Ancient Poetry, Collected in the Highlands of Scotland, and Translated from the Galic or Erse Language.",25861
22929581,Heaven,22974
65350,"New and Selected Poems, Vol. 2",338
65353,The Selected Poems of Wendell Berry,2717
65354,Selected Poems,6136
65358,The Selected Poems of Emily Dickinson,7907
31247819,Out of Wonder: Poems Celebrating Poets,8943
23341780,Bull,17484
25082429,Garments Against Women,3854
11100077,The Rivered Earth,15113
18626502,Delights and Shadows,23016
1966417,Thanatopsis; To a Waterfowl; A Midsummer Sonnet - Pamphlet,2746
44455,Not Much Fun: The Lost Poems of Dorothy Parker,25890
6434034,Lenore,9102
32294975,A Poem for Every Night of the Year,936
642149,Mexico City Blues: 242 Choruses,4915
12193298,The Madness Vase: By Andrea Gibson,4207
17727574,L'allegria,1563
9637790,The Best of It: New and Selected Poems,18495
6718034,The Plot Genie,16770
5516307,In Search of Small Gods,4555
6590691,أبيات سارت بها الركبان,10657
9567170,The Divine Comedy,22028
11707,The Double Flame: Love and Eroticism,7269
7906520,ممر معتم يصلح لتعلم الرقص,4830
883585,Pocket Poems,8913
765353,Selected Poems,263
160584,"June 30th, June 30th",17528
3767216,Savage Machinery,19619
1516,"Aeschylus I: Oresteia (Agamemnon, The Libation Bearers, The Eumenides)",14721
12500616,ديوان أبي القاسم الشابي,12806
193844,شکفتن در مه و مرثیه‌های خاک,16032
193843,مرثیه های خاک,16041
8760230,Poems by Emily Dickinson First Series,22052
6652067,Fish Bones,5017
1237472,Nine Visits to the Mythworld: Ghandl of the Qayahl Llaanas,6568
274945,Purgatorio: A New Verse Translation,7458
6078626,Time and the Tilting Earth,8482
3433301,Adjunct: An Undigest,2037
25071293,A co?,8855
24808651,I Wrote This For You and Only You,18807
14343182,"Rumi's Little Book of Life: The Garden of the Soul, the Heart, and the Spirit",116
6651931,Doubled Over,6186
28062934,eighteen years,25802
31125204,Hera Lindsay Bird,26219
4073016,American Hybrid: A Norton Anthology of New Poetry,2139
13225,Best Poems of the Brontë Sisters,5522
540576,Fables of Identity: Studies in Poetic Mythology,20323
16032551,Maybe the Saddest Thing: Poems,18769
1266437,Forbidden Words: Selected Poetry,7603
30635683,Upstream: Selected Essays,2854
25716690,Echo Echo: Reverso Poems About Greek Myths,962
161960,Lost Body,16781
751667,Libro de Buen Amor,6637
33893426,Lowly,12903
16150118,House Under the Moon,3374
13827616,For One Who Knows How to Own Land,10130
5501274,The Second Book of the Tao,4559
8535816,وحيدة في غرفة أمسح الغبار,691
15619,Haiku,14433
16721442,Young Tambling,17016
573346,Shelley: Poems,23854
8593100,عرائس المروج,721
17851829,Searching for a Pulse,10171
21341037,The Complete Poems of Sappho,24716
8036448,In the Wild,15682
289631,Late Wife,8409
1408356,Poetry Quartets: 5: Women Poets,15733
6611575,Penury,26062
16153306,Intentional Dissonance,6305
30117,Where the Sidewalk Ends: Poems and Drawings,5242
538105,Asylum in the Grasslands,18573
589608,Flower Fairies of the Autumn,6725
9775195,كلام موزون,22226
40975,A Poem Traveled Down My Arm: Poems and Drawings,15324
128136,An Atlas of the Difficult World,11075
10714470,The Second Coming,24036
494764,Life Supports: New and Collected Poems,9999
1077142,The Gospel of Barbecue: Poems,16759
16171085,Taps on the Walls: Poems from the Hanoi Hilton,2711
1469087,Ceremonies Of The Damned: Poems,23042
817198,Disaffections: Complete Poems,3994
25852659,Dothead: Poems,21640
6215102,Inside A Red Corvette,6210
25946457,My Seneca Village,20912
29418026,Seeds Planted in Concrete,11371
6406379,Bright Star: The Complete Poems & Selected Letters of John Keats,19322
1844089,Lyrics,5716
24874329,As Kingfishers Catch Fire,19297
1236501,The Red Line,4648
2443402,A Diversity of Creatures,3585
21413663,Beowulf: A Translation and Commentary,10544
304079,The Essential Rumi,173
17974107,muted: a short story in verse,10154
2534575,A Rosa do Povo,2786
102908,Beautiful Losers,191
404041,Blood Sugar,8382
23668465,Beyond the Words,40
2640058,قصائد أعجبتني,26444
10243089,صديقي الله,443
6577476,كلمة وكليمة,9806
10539789,Finding Inner Courage,17119
207354,Les Fleurs du Mal,10445
302017,Snapshot Poetics: A Photographic Memoir of the Beat Era,23606
15831852,Secrets of the Heart,17766
839546,Selected Poems,7512
15729195,Το ξημέρωμα είναι σφαγή κύριε Κρακ,6714
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,12267
2183600,Basho: The Complete Haiku,23694
28116828,House of Lords and Commons,7772
656488,A Swinger of Birches: Poems of Robert Frost for Young People,4118
13504651,"ديوان هاشم الرفاعي, المجموعة الكاملة",22235
429572,73 Poems,665
13626468,İstiridye Çocuğun Hüzünlü Ölümü,11862
242181,Hamlet,7679
39690,Good Poems for Hard Times,108
1384,The Odyssey,7191
268503,Shroud of the Gnome,4927
268502,Worshipful Company of Fletchers,4642
268500,Selected Poems,12817
1275397,My Chinatown: One Year in Poems,18173
225755,Bronzeville Boys and Girls,8878
225750,Selected Poems,1882
925911,Ideograms in China,16779
189036,The Tales of Ise,5885
293585,Bellocq's Ophelia,5235
33215514,#Notyourprincess: Voices of Native American Women,14308
20704,Selected Poems,16562
14406983,Voices In My Head,14159
14820809,Pug: And Other Animal Poems,1004
324663,White Stains,1234
20783442,Goodnight Songs,10681
9737719,Poesie,23561
360888,The Dunciad in Four Books,4873
360887,The Dunciad,21193
24796257,Some Girls,7012
408832,"Taliessin through Logres, The Region of the Summer Stars, and Arthurian Torso",10329
272067,Selected Poems of Lord Byron,2486
261867,El olvido está lleno de memoria,13788
24575346,The Devine Comedy,1071
77760,Leaves of Grass,793
15752349,Gone Fishing: A Novel in Verse,12567
320512,The Mercy,20730
13548435,After the Witch Hunt,2457
18812687,The Horrible,9021
32862824,The Last Time I'll Write About You,23386
13452430,الفرح ليس مهنتي,14215
171123,The World's Wife,8194
20949605,The Poem She Didn't Write and Other Poems,7824
1277014,Poésies,900
20880924,Carmina,5015
641861,Calligrammes,2327
1334617,My Body and I,1167
2525079,"Amber Was Brave, Essie Was Smart",15969
30369886,The Chaos of Longing,23385
2031265,The Best Poems Ever: A Collection of Poetry's Greatest Voices,26985
18767184,Churches,2122
8132561,The Divine Comedy,7195
1617840,"Technically, It's Not My Fault: Concrete Poems",2663
1366132,The Collected Works,5624
12193169,أعراس الدم,9890
30353266,قصائد البارو دي كامبوس,14876
212998,Odes and Epodes,4083
6380330,"Platos de Sal (Seven Kitchens Editor's Series, #2)",6203
776220,Book of Blues,2909
225745,Season in Hell  Other Poems,20177
6748407,ويبقى الحب,2433
2656609,Buttercup's Lovely Day,18804
23453114,The Road Not Taken: Finding America in the Poem Everyone Loves and Almost Everyone Gets Wrong,6587
23282252,We Are Nothing and So Can You,11628
415565,Risking Everything: 110 Poems of Love and Revelation,5415
1136122,Models of the Universe : An Anthology of the Prose Poem,7280
385580,Life Studies,6071
258352,W. H. Auden Poems,6792
2517609,Auguries of Innocence,1979
1257091,The Sugar Mile,7700
312423,Canaan,7648
1945842,Poems,12767
18485642,The Divine Comedy,18587
783263,Is It Time to Make a Change?,2036
862249,Liberty or Love!,7045
27245634,This Modern Love,4302
83172,Uprock Headspin Scramble and Dive: Poems,14415
92497,Betting on the Muse: Poems and Stories,7098
11480392,Opus 7: A Poem,10330
18249403,A White Tea Bowl: 100 Haiku from 100 Years of Life,17323
8396429,One with Others: [a little book of her days],8403
12694522,Çocuksun Sen,17430
1421,The Oxford Shakespeare: The Complete Works,271
1420,Hamlet,36
1810477,The Thought-Fox,24882
19280145,The Prophet,16200
763508,Under Milk Wood,1052
20663737,The Wilderness: Poems,11504
20403863,The World's Wife,13103
18055702,Twilight Dips,22319
9669686,Illuminations,16540
823252,Crone's Book of Magical Words,26598
321558,The Captain's Verses,21810
321559,The Country Without a Post Office,4995
9180550,مرثية للعمر الجميل,4781
620693,The Black Poets,10104
18330325,To the War Poets,5042
44866,Poetry and Prose of Alexander Pope,23676
18865811,La caduta di Artù,23553
858522,The Norton Anthology Of Literature By Women: The Traditions In English,6614
35558,The Beatles Illustrated Lyrics,10529
386622,The Outernationale,2090
891268,Crow: From the Life and Songs of the Crow,23497
6818783,ليس للحب أوان,5564
460801,"The Yale Shakespeare, the Complete Works",22060
188127,Staying Alive: Real Poems for Unreal Times,4163
1845552,The Treasured Writings of Khalil Gibran,255
25477771,The Essential Rumi,4843
2372763,Second April,22990
6328,Revolting Rhymes,819
8048979,Heavenly Questions: Poems,7342
27421,The Works and Days/Theogony/The Shield of Herakles,7440
27422,The Poems,14140
536451,The Poetry of Allama Iqbal,10553
680367,دیوان خواجه شمس الدین محمد حافظ شیرازی : متن کامل فارسی انگلیسی از روی نسخه علامه محمد قزوینی و و دکتر قاسم غنی,955
17466012,ছাড়পত্র,19564
3147591,A Victorian Posy,19013
7101838,البدائع والطرائف,438
20861038,The Darkness and the Light,26940
29333211,root.,27029
15852271,Shackamaxon,27219
1364749,The Frank Poems,6204
5206073,Sir Gawain and the Green Knight,4457
6145314,لافتات - المجموعة الكاملة,3842
165077,The Art of Reading Poetry,19876
34032004,East Of A Cold Red Sun,26898
34504532,Looking For Ireland: An Irish-Appalachian Pilgrimage,3117
4545675,"Opal Sunset: Selected Poems, 1958-2008",4571
1446004,Aku Ini Binatang Jalang,23121
138199,Robert Frost: Seasons,3424
212203,Gesang zwischen den Stühlen. Gedichte.,18275
1752879,به آفتاب سلامی دوباره خواهم داد,15399
8694861,The Anthologist,26224
1989669,Antología poética,17078
10813388,Pearl Verses the World,8949
12935413,To What Miserable Wretches Have I Been Born?: Revenge Poetry for Babies and Toddlers,16219
25912876,কাটুম কুটুম,19563
2576146,The Solar Anus,26504
7973942,"Check Mates: A Collection of Fiction, Poetry and Artwork about Obsessive-Compulsive Disorder, by People with Ocd",11377
16052906,Estremelenggoles,2032
21429410,Rosary,5365
260317,Sir Gawain and the Green Knight,14563
566952,Patterns of Poetry: An Encyclopedia of Forms,10954
1608665,The Redress of Poetry,7329
31804602,The Keys of Death and Hades,26926
17378557,مختارات من أشعار فروغ فرخزاد,9294
13499078,أحلام على قائمة الانتظار,245
6660979,طوق الحمامة في الألفة والألاف,20035
3153581,The Sonnets and Narrative Poems - the Complete Non-Dramatic Poetry,23539
18842385,Libro de poemas,9549
7185766,Before You Know It: Prose Poems 1970-2005,2151
795390,An Introduction To Arab Poetics,21510
360789,"Cape Cod Stories: Tales from the Cape, Nantucket & Martha's Vineyard",8706
12044911,توفيق زياد: الأعمال الشعرية الكاملة,5533
2287301,تاسیان,13262
13235850,New Collected Poems,27170
2090229,The Works of Elizabeth Barrett Browning,19879
214888,Residence on Earth,9609
214885,Residencia en la tierra,17070
445067,Necessary Stranger,9381
183702,Blacks,1843
133906,The Collected Poems,306
133907,Poetry for Young People: Langston Hughes,8891
13356032,What Teachers Make: In Praise of the Greatest Job in the World,3412
23522212,Mouthful of Forevers,3472
627142,Beastly Tales from Here & There,2403
18203289,Redhead and the Slaughter King,2451
29474,You Remind Me of You: A Poetry Memoir,3293
989089,Rumi: The Book of Love: Poems of Ecstasy and Longing,143
294394,Tennyson: Poems,11061
294396,"Alfred, Lord Tennyson: Selected Poems",24214
294393,Idylls of the King and a Selection of Poems,7205
807698,Poeta En San Francisco,6521
537430,Renascence and Other Poems,27264
375182,“A”,9598
20971423,Should You Be a River: A Poem About Love,10674
1260541,Infinite Divisions: An Anthology of Chicana Literature,1741
20660824,Brown Girl Dreaming,5836
18149042,Food Trucks!,8965
32056138,"Your Family, Your Body",2792
1236166,Displeasures of the Table,2207
10593419,Uncreative Writing: Managing Language in the Digital Age,16732
9843527,Eulalie,10928
9439507,شرق عدن غرب الله,14216
2235547,Mexico City Blues (242 Choruses),27218
21323861,Your Body is an Ocean: Love and Other Experiments,2624
6876289,اهدأ، هاملت تنشّق جنون أوفيليا,14929
473557,The Journal of Albion Moonlight,1394
421066,Grimericks,2599
605581,"Rumi: Past and Present, East and West",15566
23627418,Dirty Pretty Things,1534
6083716,My Hippo Has the Hiccups with CD: And Other Poems I Totally Made Up,9142
818420,"Gregory Corso, Lawrence Ferlinghetti, Allen Ginsberg",17534
19046649,To Hold The Sun,17041
26399935,Citizen: An American Lyric,5207
19239,Sweeney Astray,20616
5865674,أمل دنقل: الأعمال الكاملة,202
6798263,Bluets,1433
1297935,Cold Comfort,350
17072315,The Glacier's Wake,18713
21865110,Plenitude Magazine (Issue 4),24299
4733754,پنجاه‌وسه ترانه‌ی عاشقانه,4141
2764185,Oh Baby: Flash Fictions and Prose Poetry,1739
20321527,When I Grow Up I Want to be Mary Beard,10435
19039662,كبرت ونسيت أن أنسى,3819
869446,Modern Greek Poetry,12774
139867,Lunch Poems,669
139864,The Collected Poems of Frank O'Hara,9669
839167,Toward the Winter Solstice: New Poems,15516
11049749,عشرون قصيدة حب  وأغنية يائسة,23256
31450579,A Doll for Throwing: Poems,10792
6654181,The Shadow of Sirius,7334
25566111,Other People's Comfort Keeps Me up at Night,2798
897298,New and Selected Poems,4645
661722,Word Warriors: 35 Women Leaders in the Spoken Word Revolution,8484
290339,One Times One,661
290338,May I Feel Said He,10780
144896,The Enormous Room,660
1430767,King Arthur's Death: The Middle English Stanzaic Morte Arthur and Alliterative Morte Arthure,10756
91233,The Bhagavad-Gita: Krishna's Counsel in Time of War,15619
17655886,The Incredible Sestina Anthology,21681
454306,"Glass, Irony and God",20655
15926745,على أجنحة الطير,3646
847649,Trip Trap,14189
104090,Beyond This Dark House,1283
427278,The Waste Land and Other Poems,12029
6514189,Mixology,18708
26196204,Then Come Back: The Lost Neruda Poems,509
1346248,"The Mathnawi of Jalalu'ddin Rumi, Volume VI",3882
21944535,"Malaria, Poems",8839
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,17719
13594961,Stealing History,17762
757383,The Portable Dante,15623
29966140,thirty-three,6610
25074154,Rom Com,14224
332922,The Canterbury Tales,259
225994,The Lions' Gate: Selected Poems,7612
9625490,مدينة بلا قلب,12640
1796285,Complete Poems,23503
2387978,We Meet,12076
11030407,كتاب التساؤلات,4756
7022428,Pink Elephant,8436
27484947,How Festive the Ambulance,18557
15723753,Duckwalking is the Only Way Out of Armageddon,21703
13818870,Fidelity Is for Swans,21191
21535609,Starve the Vulture,18397
451353,Le Spleen de Paris; Les Paradis Artificiels,7724
24925181,Monetized,755
119226,Collected Poems 1909-1962,1642
8047934,جزيرة مسك,11330
7348429,835 Satır,17435
18625143,The Pocketbook of Sunshine and Rain,19937
25074165,Ardour,24267
1587998,Dutch Sneakers and Fleakeepers: 14 More Stories,1001
403454,The Body Mutinies,11957
1852796,The Complete Works of Alfred Tennyson,13187
4885214,Monology,224
185076,Trilogy: The Walls Do Not Fall / Tribute to the Angels / The Flowering of the Rod,2270
11298440,أمور منتهية أصلاً,4831
403460,Circle,8492
15722356,When Afternoons Taper to Mortality and other poems,13527
875623,Jerusalem Delivered,1402
355870,Selected Poems,5422
75866,Artaud Anthology,3797
75865,Antonin Artaud : Collected Works (Volume 1),15640
75864,Selected Writings,4932
412665,آرش کمانگیر,13291
13824718,Mosslight,10611
1080158,"Leaves of Grass: First and ""Death-Bed"" Editions (Barnes & Noble Classics)",5191
26635627,Regeneration Machine,18559
20945,Stories and Poems for Extremely Intelligent Children of All Ages,1904
28385135,Oscar of Between: A Memoir of Identity and Ideas,24259
211513,Favorite Poems Old and New,19323
478919,Love Poems of Elizabeth and Robert Browning,2748
13722316,"Seeds, Bees, Butterflies, and More!: Poems for Two Voices",1017
463475,100 Best-Loved Poems,6004
25489002,"Blue Laws: Selected and Uncollected Poems, 1995-2015",16849
22618173,What We Buried,6696
15997621,Don't Miss This: A Memoir,10168
225478,Conference of the Birds: A Seeker's Journey to God,10599
11532312,Naamah and the Ark at Night,9003
325115,The Heart Sutra,6435
13214260,كونشرتو غياب,25356
131674,Complete Poems and Songs of Robert Burns,3041
131675,Burns: Poems,523
131672,Poems and Songs,5417
8091851,المشي أطول وقت ممكن,26353
175980,Devotions Upon Emergent Occasions and Death's Duel: With the Life of Dr. John Donne by Izaak Walton,2735
28015108,Blackacre : Poems,11070
28015100,Bestiary: Poems,2837
50457,Septuagenarian Stew,12743
50456,Come On In!: New Poems,17517
50455,War All the Time,3596
50452,Run With the Hunted: A Charles Bukowski Reader,3328
16293129,Door of Thin Skins,10177
22994,Selected Verse,9551
22992,The Selected Poems,498
22991,Blood Wedding and Yerma,4025
22990,Collected Poems,578
1303303,Dan Kematian Makin Akrab: Pilihan Sajak,23109
12247,The Odyssey,15546
851606,The Voice at 3:00 A.M.: Selected Late and New Poems,2549
26114444,Grief Is the Thing with Feathers,2547
519047,Kiss Off: Poems to Set You Free,7172
244976,Libertad Bajo Palabra (1935-1957),13758
11439,All of Us: The Collected Poems,1511
6817340,Security Posture,6137
301125,Cloud Busting,13526
6412930,في القدس,5619
13418790,كتاب فيه ما فيه,3918
12085850,Beauty Was the Case That They Gave Me,25755
13390249,100 Poem Challenge,26237
665654,Borderlands/ La Frontera: The New Mestiza,1746
16285373,Pacific Walkers,10195
13506204,عنادل تحت الثلج,9762
210475,They Feed They Lion & The Names of the Lost: Two Books of Poems,20733
241011,The Moonlight Sonata,17038
18397452,Strip,21012
21808019,Spaceship: A Collection of Words for the Misunderstood,27233
6113691,Vänrikki Stoolin tarinat,17099
13496390,Страхът на спасения Ной,12991
17343395,Papa Is a Poet: A Story About Robert Frost,990
17343397,Jumped In,8917
9404584,The Complete Poems Of Emily Dickinson,2382
97409,Native Guard,4375
198821,دو منظومه,5779
6767819,Unincorporated Persons in the Late Honda Dynasty,16164
1455807,Awe,7183
61204,Neon Vernacular: New and Selected Poems,1301
6386215,Beloved on the Earth: 150 Poems of Grief and Gratitude,4540
822115,The Complete Poems of Anna Akhmatova,1197
822113,The Noise of Time: Selected Prose,10956
752622,Lyric Poems,18217
752627,The Poet Assassinated,4009
200758,This Clumsy Living,10116
30375038,I Wanted to Be the Knife [Expanded Edition],9523
25910659,This Book Needs a Title: Volume 1,26906
28818800,World of Made and Unmade: A Poem,16844
6001257,F-Stein,2177
7261695,The Mantle Adorned: Imam al-Busiri's Burda,10584
1166559,Ook the Book: And Other Silly Rhymes,980
346507,آینه‌های ناگهان,13288
15735275,Belki Yine Gelirim,17429
17290731,Poems of the Great War: An Anthology 1914-1918,13843
22141036,Meer hoef dan voet,10294
9166533,تقفز من سحابة لأخرى,10482
20821097,Chasers of the Light: Poems from the Typewriter Series,399
31746557,Tula: Poems,18692
586555,All About Women,17977
1166372,The Ghost Soldiers,16535
9851926,In a Beautiful Country,2181
31339423,Love Letters to the World,19596
287160,The Poems of Catullus,7557
287164,Catullus,9707
13707870,"The Norton Anthology of English Literature, Vol. E the Victorian Age",20217
16066771,Ѝ,17397
596944,Cold Calls: War Music Continued,7616
38504,You Get So Alone at Times That it Just Makes Sense,1587
16928,The Riverside Milton,7544
508125,Joni Mitchell: The Complete Poems and Lyrics,13217
32595185,"Plainspeak, WY",24628
6786043,السباحة في بحيرة الشيطان,450
20622455,الإلياذة,19130
26250456,Nine Kinds of Wrong,24269
1636663,The Convections,16802
441444,Heroides. Amores,18910
1545148,Fantasies in Permeable Structures,16907
15651,The Divine Comedy of Dante Alighieri: Volume 1: Inferno,4154
4835843,Amiri & Odette: A Love Story,8997
25937948,Float,8346
18189752,كيف انتحر مايكوفسكي و خمسون قصيدة أخرى,14977
2575826,نزار قباني: قصائد خلف الأسوار,19779
24611931,The Unprofessionals: New American Writing from The Paris Review,9079
993238,Knots,15637
1753547,ديوان اشعار فروغ فرخزاد,5775
15798111,Aimless Love: New and Selected Poems,360
1474173,Love Poems by Women: An Anthology of Poetry from Around the World and Through the Ages,2331
1221739,The Collected Poems of Philip Whalen,23501
17111276,Alien Menchari Chinta,23127
767549,The Love Poems of Rumi,5802
6519324,Tyrolské Elegie,7760
28647,A Convergence of Birds: Original Fiction and Poetry Inspired by Joseph Cornell,17874
7188723,عيسى ابن الإنسان,12616
379065,King Ink,5258
379066,King Ink II,15827
383288,دیوان اشعار پروین اعتصامی,951
6867464,"Rumi's Four Essential Practices: Ecstatic Body, Awakened Soul",3879
5045142,Brief Encounter,5860
129636,The Moon Is Always Female: Poems,861
13422775,Lyrics and Poems 1997-2012,3242
25169442,The Night I Heard Everything,5010
915656,I'm Still Here in the Bathtub: Brand New Silly Dilly Songs,1451
9775223,إلى أبي,3550
7800270,How to Catch a Falling Knife,25662
3457216,World's End,6414
33806286,I Wrote a Poem About You,25912
